0.450,0.017,6.590293,-39.552013,2.679623,1.316704,-2.078938,3.000000,131.174728,13.265024,7286.319824,3.568000,3.024800,50.576000,969.000000,784.159973,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.144200,0.042000,140.759995,139.520004,135.399994,139.039993,13.099999,86.180000,183.379990,68.000000,68.000000,26.261633,11.000000,-0.711201,0.053688,-1.607514,-87.721260,-27.886179,293.000000,1.438800,16.308474,1.393198,61.907505,0.019255,27.141884,0.000000,140.139999,1.872765,42.068645633449,-84.237099197333,293.51
0.460,0.017,6.468224,-40.040291,2.621130,1.271767,-1.946566,3.000000,131.174728,13.264915,7287.720215,3.428000,3.020800,50.096001,969.000000,782.359985,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.145700,0.042000,140.960007,139.919998,135.899994,139.839996,13.099999,86.180000,183.379990,68.000000,68.000000,26.280273,11.000000,-0.710181,0.048781,-1.604649,-88.044411,-27.794506,293.000000,1.439800,16.320049,1.393198,61.963757,0.019274,27.270452,0.000000,140.440002,1.762624,42.068645711316,-84.237100632982,293.51
0.470,0.018,-0.489743,-44.923077,2.561634,1.227647,-1.947633,3.000000,131.174728,13.264805,7277.919922,3.128000,3.005600,47.312000,969.000000,780.400024,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.145200,0.042000,141.000000,139.839996,135.679993,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.298916,11.000000,-0.710538,0.042650,-1.602243,-88.373978,-27.781672,293.000000,1.440000,16.331625,1.393198,61.945007,0.019301,27.264517,0.000000,140.419998,1.621698,42.068645789182,-84.237102068631,293.50
0.480,0.018,1.707510,-41.260986,2.630888,1.227490,-1.978410,3.000000,131.174728,13.264695,7265.319824,2.788000,2.987600,43.952000,969.000000,778.400024,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.144200,0.042000,141.000000,139.639999,135.279999,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.317556,11.000000,-0.711239,0.036213,-1.599951,-88.705147,-27.788548,293.000000,1.440000,16.343203,1.393198,61.907505,0.019330,27.224958,0.000000,140.320007,1.473076,42.068645867049,-84.237103504280,293.49
0.490,0.019,3.660623,-32.227837,2.767430,1.237493,-1.902092,3.000000,131.174728,13.264585,7252.720215,2.448000,2.969600,40.591999,969.000000,776.400024,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.143200,0.042000,141.000000,139.440002,134.880005,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.336199,11.000000,-0.711940,0.029776,-1.597659,-89.036316,-27.795422,293.000000,1.440000,16.354778,1.393198,61.870007,0.019359,27.185398,0.000000,140.220001,1.324453,42.068645944916,-84.237104939929,293.49
0.500,0.019,-0.001465,-35.157509,2.842711,1.254358,-1.888535,3.000000,131.174728,13.264475,7240.120117,2.108000,2.951600,37.232002,969.000000,774.400024,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.142200,0.042000,141.000000,139.240005,134.479996,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.354839,11.000000,-0.712641,0.023339,-1.595367,-89.367485,-27.802298,293.000000,1.440000,16.366354,1.393198,61.832504,0.019388,27.145838,0.000000,140.119995,1.175831,42.068646022782,-84.237106375578,293.48
0.510,0.019,1.951649,-38.331318,2.854704,1.334478,-2.068499,3.000000,131.174728,13.264365,7227.520020,1.768000,2.933600,33.872002,969.000000,772.400024,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.141200,0.042000,141.000000,139.039993,134.080002,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.373480,11.000000,-0.713342,0.016902,-1.593075,-89.698654,-27.809174,293.000000,1.440000,16.377932,1.393198,61.795006,0.019417,27.106279,0.000000,140.020004,1.027208,42.068646100649,-84.237107811228,293.47
0.520,0.020,-0.245604,-39.307873,2.869124,1.453056,-2.216020,3.000000,131.174728,13.264256,7209.640137,1.652000,2.928400,32.608002,969.000000,772.640015,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.140200,0.042000,141.000000,138.839996,133.679993,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.392122,11.000000,-0.714043,0.010465,-1.590783,-90.029823,-27.816050,293.000000,1.440000,16.389507,1.393198,61.757507,0.019446,27.066719,0.000000,139.919998,0.878586,42.068646178515,-84.237109246877,293.47
0.530,0.020,0.975092,-33.570606,2.915518,1.489737,-2.117789,3.000000,131.174728,13.264146,7190.439941,1.592000,2.926400,31.868000,969.000000,773.440002,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.139200,0.042000,141.000000,138.639999,133.279999,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.410763,11.000000,-0.714744,0.004028,-1.588492,-90.360992,-27.822926,293.000000,1.440000,16.401083,1.393198,61.720005,0.019475,27.027159,0.000000,139.820007,0.729963,42.068646256382,-84.237110682526,293.46
0.540,0.020,4.393041,-32.594048,2.961815,1.403412,-1.919407,3.000000,131.174728,13.264035,7171.240234,1.532000,2.924400,31.128000,969.000000,774.239990,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.138200,0.042000,141.000000,138.440002,132.880005,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.429405,11.000000,-0.715445,-0.002409,-1.586200,-90.692162,-27.829800,293.000000,1.440000,16.412661,1.393198,61.682507,0.019504,26.987600,0.000000,139.720001,0.581341,42.068646334248,-84.237112118175,293.45
0.550,0.021,7.078572,-35.645786,2.933591,1.270613,-1.884883,3.000000,131.174728,13.263926,7152.040039,1.472000,2.922400,30.388000,969.000000,775.039978,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.137200,0.042000,141.000000,138.240005,132.479996,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.448046,11.000000,-0.716147,-0.008846,-1.583908,-91.023331,-27.836676,293.000000,1.440000,16.424236,1.393198,61.645004,0.019533,26.948040,0.000000,139.619995,0.432719,42.068646398604,-84.237113552838,293.44
0.560,0.021,11.473078,-30.030586,2.815533,1.169750,-2.046531,3.000000,131.174728,13.263816,7132.839844,1.412000,2.920400,29.648001,969.000000,775.840027,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.136200,0.042000,141.000000,138.039993,132.080002,140.000000,13.099999,86.180000,183.379990,68.000000,68.000000,26.466686,11.000000,-0.716848,-0.015283,-1.581616,-91.354500,-27.843552,293.000000,1.440000,16.435812,1.393198,61.607506,0.019562,26.908480,0.000000,139.520004,0.284096,42.068646408912,-84.237114983558,293.44
0.570,0.022,9.519964,-32.349907,2.701356,1.145362,-2.157363,3.000000,131.174728,13.263706,7119.720215,1.400000,2.920000,29.468000,969.000000,775.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.135280,0.042000,141.000000,137.839996,132.000000,140.080002,13.099999,86.180000,183.379990,68.000000,68.000000,26.460474,11.000000,-0.719129,-0.022740,-1.577491,-91.693001,-27.949434,293.000000,1.440000,16.431953,1.393198,61.573006,0.019565,26.908480,0.000000,139.419998,0.170910,42.068646419221,-84.237116414278,293.43
0.580,0.022,4.881319,-37.232693,2.690948,1.205712,-2.011826,3.000000,131.174728,13.263597,7108.120117,1.400000,2.920000,29.427999,969.000000,774.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.134380,0.042000,141.000000,137.639999,132.000000,140.179993,13.099999,86.180000,183.379990,68.000000,68.000000,26.448046,11.000000,-0.721806,-0.030451,-1.572907,-92.033340,-28.080069,293.000000,1.440000,16.424236,1.393198,61.539257,0.019561,26.918369,0.000000,139.320007,0.066582,42.068646429530,-84.237117844998,293.43
0.590,0.022,4.393041,-36.256134,2.778475,1.279461,-1.814178,3.000000,131.174728,13.263486,7096.520020,1.400000,2.920000,29.388000,969.000000,773.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.133480,0.042000,141.000000,137.440002,132.000000,140.279999,13.099999,86.180000,183.379990,68.000000,68.000000,26.435617,11.000000,-0.724483,-0.038163,-1.568324,-92.373672,-28.210703,293.000000,1.440000,16.416519,1.393198,61.505505,0.019558,26.928261,0.000000,139.220001,-0.037745,42.068646439839,-84.237119275717,293.42
0.600,0.023,8.909616,-34.791302,2.892681,1.280161,-1.876070,3.000000,131.174728,13.263376,7084.919922,1.400000,2.920000,29.348001,969.000000,772.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.132580,0.042000,141.000000,137.240005,132.000000,140.380005,13.099999,86.180000,183.379990,68.000000,68.000000,26.423191,11.000000,-0.727160,-0.045874,-1.563740,-92.714012,-28.341337,293.000000,1.440000,16.408800,1.393198,61.471756,0.019554,26.938150,0.000000,139.119995,-0.142073,42.068646450147,-84.237120706437,293.42
0.610,0.023,12.449635,-34.058884,2.995409,1.233289,-2.076413,3.000000,131.174728,13.263267,7073.319824,1.400000,2.920000,29.308001,969.000000,771.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.131680,0.042000,141.000000,137.039993,132.000000,140.479996,13.099999,86.180000,183.379990,68.000000,68.000000,26.410763,11.000000,-0.729836,-0.053586,-1.559156,-93.054352,-28.471972,293.000000,1.440000,16.401083,1.393198,61.438004,0.019551,26.948040,0.000000,139.020004,-0.246400,42.068646460456,-84.237122137157,293.41
0.620,0.024,9.642034,-33.936813,3.035988,1.219556,-2.103711,3.000000,131.174728,13.263157,7074.200195,1.400000,2.920000,29.300001,969.000000,772.280029,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.130780,0.042000,141.000000,136.839996,132.000000,140.580002,13.099999,86.180000,183.379990,68.000000,68.000000,26.398336,11.000000,-0.732513,-0.061298,-1.554573,-93.394684,-28.602604,293.000000,1.440000,16.393366,1.393198,61.404255,0.019547,26.957930,0.000000,138.919998,-0.350727,42.068646470765,-84.237123567876,293.41
0.630,0.024,5.857876,-36.866482,2.947936,1.239063,-1.964508,3.000000,131.174728,13.263047,7078.200195,1.400000,2.920000,29.300001,969.000000,773.880005,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.129880,0.042000,141.000000,136.639999,132.000000,140.679993,13.099999,86.180000,183.379990,68.000000,68.000000,26.385908,11.000000,-0.735190,-0.069009,-1.549989,-93.735023,-28.733238,293.000000,1.440000,16.385649,1.393198,61.370506,0.019543,26.967819,0.000000,138.820007,-0.455055,42.068646481074,-84.237124998596,293.40
0.640,0.024,5.125458,-37.598900,2.813225,1.258473,-1.916615,3.000000,131.174728,13.262937,7082.200195,1.400000,2.920000,29.300001,969.000000,775.479980,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.128980,0.042000,141.000000,136.440002,132.000000,140.779999,13.099999,86.180000,183.379990,68.000000,68.000000,26.373480,11.000000,-0.737867,-0.076721,-1.545405,-94.075363,-28.863873,293.000000,1.440000,16.377932,1.393198,61.336754,0.019540,26.977711,0.000000,138.720001,-0.559382,42.068646491382,-84.237126429316,293.39
0.650,0.025,9.031685,-35.645786,2.814041,1.296164,-2.047722,3.000000,131.174728,13.262827,7086.200195,1.400000,2.920000,29.300001,969.000000,777.080017,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.128080,0.042000,141.000000,136.240005,132.000000,140.880005,13.099999,86.180000,183.379990,68.000000,68.000000,26.361053,11.000000,-0.740543,-0.084432,-1.540822,-94.415703,-28.994507,293.000000,1.440000,16.370213,1.393198,61.303005,0.019536,26.987600,0.000000,138.619995,-0.663709,42.068646501691,-84.237127860036,293.39
0.660,0.025,11.961356,-33.204395,2.949707,1.349931,-2.105946,3.000000,131.174728,13.262717,7090.200195,1.400000,2.920000,29.300001,969.000000,778.679993,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.127180,0.042000,141.000000,136.039993,132.000000,140.979996,13.099999,86.180000,183.379990,68.000000,68.000000,26.348625,11.000000,-0.743220,-0.092144,-1.536238,-94.756035,-29.125141,293.000000,1.440000,16.362495,1.393198,61.269253,0.019533,26.997490,0.000000,138.520004,-0.768037,42.068646512000,-84.237129290755,293.38
0.670,0.025,11.473078,-30.274725,2.996413,1.344643,-1.915959,3.000000,131.174728,13.262608,7094.839844,1.400000,2.920000,29.316000,969.000000,778.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.125640,0.042000,140.679993,135.839996,131.919998,141.080002,13.099999,86.180000,183.379990,68.000000,68.000000,26.321285,11.000000,-0.746917,-0.099805,-1.527529,-95.103706,-29.336449,293.000000,1.441600,16.345518,1.393198,61.211506,0.019483,27.042984,0.000000,138.259995,-0.841802,42.068646522309,-84.237130721475,293.38
0.680,0.026,8.299268,-34.058884,2.843567,1.240715,-1.745066,3.000000,131.174728,13.262498,7099.640137,1.400000,2.920000,29.336000,969.000000,777.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.123940,0.042000,140.279999,135.639999,131.820007,141.179993,13.099999,86.180000,183.379990,68.000000,68.000000,26.290216,11.000000,-0.750868,-0.107452,-1.517789,-95.453209,-29.567923,293.000000,1.443600,16.326223,1.393198,61.147755,0.019421,27.097378,0.000000,137.960007,-0.907927,42.068646483592,-84.237132137317,293.37
0.690,0.026,4.637180,-35.157509,2.719406,1.113713,-1.877395,3.000000,131.174728,13.262387,7104.439941,1.400000,2.920000,29.356001,969.000000,776.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.122240,0.042000,139.880005,135.440002,131.720001,141.279999,13.099999,86.180000,183.379990,68.000000,68.000000,26.259148,11.000000,-0.754819,-0.115100,-1.508048,-95.802719,-29.799398,293.000000,1.445600,16.306931,1.393198,61.084007,0.019360,27.151773,0.000000,137.660004,-0.974052,42.068646423865,-84.237133546784,293.37
0.700,0.027,5.857876,-30.763004,2.833274,1.052453,-2.117599,3.000000,131.174728,13.262278,7109.240234,1.400000,2.920000,29.375999,969.000000,775.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.120540,0.042000,139.479996,135.240005,131.619995,141.380005,13.099999,86.180000,183.379990,68.000000,68.000000,26.228079,11.000000,-0.758771,-0.122748,-1.498308,-96.152222,-30.030872,293.000000,1.447600,16.287636,1.393198,61.020256,0.019298,27.206167,0.000000,137.360001,-1.040177,42.068646364138,-84.237134956250,293.36
0.710,0.027,8.299268,-32.105770,2.991966,1.062628,-2.140920,3.000000,131.174728,13.262168,7114.040039,1.400000,2.920000,29.396000,969.000000,774.200012,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.118840,0.042000,139.080002,135.039993,131.520004,141.479996,13.099999,86.180000,183.379990,68.000000,68.000000,26.197010,11.000000,-0.762722,-0.130396,-1.488568,-96.501724,-30.262348,293.000000,1.449600,16.268343,1.393198,60.956505,0.019237,27.260561,0.000000,137.059998,-1.106301,42.068646304411,-84.237136365717,293.36
0.720,0.027,11.717216,-33.692673,2.949983,1.126911,-2.068738,3.000000,131.174728,13.262058,7122.680176,1.400000,2.918400,29.416000,969.000000,774.159973,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.117140,0.042000,138.679993,134.839996,131.419998,141.580002,13.099999,86.180000,183.379990,68.000000,68.000000,26.165941,11.000000,-0.766674,-0.138044,-1.478827,-96.851227,-30.493824,293.000000,1.451600,16.249050,1.393198,60.892757,0.019175,27.314957,0.000000,136.759995,-1.172426,42.068646244684,-84.237137775183,293.35
0.730,0.028,7.566850,-33.448536,2.825973,1.234249,-2.205763,3.000000,131.174728,13.261949,7132.279785,1.400000,2.916400,29.435999,969.000000,774.359985,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.115440,0.042000,138.279999,134.639999,131.320007,141.679993,13.099999,86.180000,183.379990,68.000000,68.000000,26.134872,11.000000,-0.770625,-0.145692,-1.469087,-97.200729,-30.725298,293.000000,1.453600,16.229755,1.393198,60.829006,0.019114,27.369350,0.000000,136.460007,-1.238551,42.068646184957,-84.237139184650,293.35
0.740,0.028,2.439927,-33.814743,2.819171,1.323666,-2.400470,3.000000,131.174728,13.261838,7141.879883,1.400000,2.914400,29.455999,969.000000,774.559998,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.113740,0.042000,137.880005,134.440002,131.220001,141.779999,13.099999,86.180000,183.379990,68.000000,68.000000,26.103806,11.000000,-0.774576,-0.153340,-1.459347,-97.550240,-30.956774,293.000000,1.455600,16.210463,1.393198,60.765259,0.019052,27.423746,0.000000,136.160004,-1.304676,42.068646125230,-84.237140594117,293.34
0.750,0.029,5.369597,-31.007143,2.884511,1.337683,-2.298098,3.000000,131.174728,13.261728,7151.479980,1.400000,2.912400,29.476000,969.000000,774.760010,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.112040,0.042000,137.479996,134.240005,131.119995,141.880005,13.099999,86.180000,183.379990,68.000000,68.000000,26.072737,11.000000,-0.778528,-0.160988,-1.449607,-97.899742,-31.188248,293.000000,1.457600,16.191168,1.393198,60.701508,0.018990,27.478140,0.000000,135.860001,-1.370800,42.068646065502,-84.237142003583,293.34
0.760,0.029,6.346154,-31.251282,2.902144,1.302518,-2.043014,3.000000,131.174728,13.261619,7161.080078,1.400000,2.910400,29.496000,969.000000,774.960022,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.110340,0.042000,137.080002,134.039993,131.020004,141.979996,13.099999,86.180000,183.379990,68.000000,68.000000,26.041668,11.000000,-0.782479,-0.168635,-1.439866,-98.249245,-31.419724,293.000000,1.459600,16.171875,1.393198,60.637756,0.018929,27.532534,0.000000,135.559998,-1.436925,42.068646005775,-84.237143413050,293.33
0.770,0.029,9.764103,-29.542307,2.857388,1.256222,-2.006988,3.000000,131.174728,13.261509,7177.080078,1.400000,2.908400,29.403999,969.000000,773.880005,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.106400,0.042000,137.160004,133.199997,132.119995,141.759995,13.099999,86.180000,183.379990,68.000000,68.000000,25.995686,11.000000,-0.786532,-0.175620,-1.430584,-98.605164,-31.698868,293.000000,1.460000,16.143320,1.393198,60.490005,0.018868,27.586929,0.000000,135.179993,-1.571713,42.068645946048,-84.237144822516,293.33
0.780,0.030,12.571704,-25.636080,2.772186,1.199344,-2.098019,3.000000,131.174728,13.261399,7194.680176,1.400000,2.906400,29.284000,969.000000,772.479980,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.101900,0.042000,137.360001,132.199997,133.520004,141.460007,13.099999,86.180000,183.379990,68.000000,68.000000,25.945976,11.000000,-0.790611,-0.182440,-1.421417,-98.962692,-31.989931,293.000000,1.460000,16.112452,1.393198,60.321255,0.018808,27.641323,0.000000,134.779999,-1.723666,42.068645886321,-84.237146231983,293.32
0.790,0.030,14.036539,-25.758150,2.672966,1.164635,-2.038583,3.000000,131.174728,13.261289,7212.279785,1.400000,2.904400,29.164000,969.000000,771.080017,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.097400,0.042000,137.559998,131.199997,134.919998,141.160004,13.099999,86.180000,183.379990,68.000000,68.000000,25.896267,11.000000,-0.794690,-0.189259,-1.412250,-99.320213,-32.280994,293.000000,1.460000,16.081581,1.393198,60.152504,0.018747,27.695719,0.000000,134.380005,-1.875620,42.068645826594,-84.237147641449,293.32
0.800,0.030,8.909616,-27.467123,2.655631,1.195073,-1.933497,3.000000,131.174728,13.261179,7229.879883,1.400000,2.902400,29.044001,969.000000,769.679993,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.092900,0.042000,137.759995,130.199997,136.320007,140.860001,13.099999,86.180000,183.379990,68.000000,68.000000,25.846558,11.000000,-0.798769,-0.196079,-1.403082,-99.677742,-32.572056,293.000000,1.460000,16.050713,1.393198,59.983753,0.018687,27.750113,0.000000,133.979996,-2.027573,42.068645751823,-84.237149042447,293.31
0.810,0.031,5.613737,-31.739561,2.799426,1.258168,-1.998970,3.000000,131.174728,13.261069,7247.479980,1.400000,2.900400,28.924000,969.000000,768.280029,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.088400,0.042000,137.960007,129.199997,137.720001,140.559998,13.099999,86.180000,183.379990,68.000000,68.000000,25.796848,11.000000,-0.802848,-0.202898,-1.393915,-100.035271,-32.863117,293.000000,1.460000,16.019842,1.393198,59.815002,0.018627,27.804506,0.000000,133.580002,-2.179527,42.068645616878,-84.237150409569,293.31
0.820,0.031,10.984799,-23.438828,2.967611,1.299271,-2.132432,3.000000,131.174728,13.260960,7239.799805,1.400000,2.900000,28.868000,969.000000,768.640015,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.083900,0.042000,138.160004,128.199997,139.119995,140.259995,13.099999,86.180000,183.379990,68.000000,68.000000,25.747139,11.000000,-0.806927,-0.209717,-1.384748,-100.392792,-33.154182,293.000000,1.460000,15.988973,1.393198,59.646252,0.018566,27.858902,0.000000,133.179993,-2.331480,42.068645481934,-84.237151776690,293.31
0.830,0.032,13.914469,-20.142948,2.935745,1.317066,-2.095121,3.000000,131.174728,13.260850,7225.799805,1.400000,2.900000,28.827999,969.000000,769.440002,0.511000,0.009000,0.009000,0.009000,0.009000,0.009000,0.058000,2.079400,0.042000,138.360001,127.199997,140.520004,139.960007,13.099999,86.180000,183.379990,68.000000,68.000000,25.697430,11.000000,-0.811006,-0.216537,-1.375581,-100.750320,-33.445244,293.000000,1.460000,15.958103,1.393198,59.477501,0.018506,27.913296,0.000000,132.779999,-2.483434,42.068645346989,-84.237153143812,293.31
